Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,642,Finance Sense,"Chandra, Prasanna.",RVUN22LB0046,School of Business,Financial accounting,1,2019,658.15 CHA,McGraw-Hill,,9.78935E+12,765,03/17/2022 0:00,SK Publisher and Distributors,495
Books,879,Financial Management,"Titman,Sheridan.",RVUN22LB0283,School of Business,Financial management,13th Ed,2019,658.15 TIT,Pearson,,9.78935E+12,775,04/25/2022 0:00,Sri Book World,720
Books,877,Financial Accounting For Management,"Gupta,Ambrish.",RVUN22LB0281,School of Business,Financial managment,6th Ed,2018,658.1511 GUP,Pearson,,9.78935E+12,699,04/25/2022 0:00,Sri Book World,824
Books,870,The Leaders Guide To Unconscious Bias,"Fuller,  Pamela.",RVUN22LB0274,School of Business,Leadership,,2020,658.3008 FUL,Sage,,9.78147E+12,599,04/25/2022 0:00,Sri Book World,304
Books,851,The Ministry Of Common Sense,"Lindstrom, Martin.",RVUN22LB0255,School of Liberal Arts and Sciences,Personnel management,,2021,658.312 LIN,Hachette,,9.78153E+12,499,04/25/2022 0:00,Sri book world,256
Books,866,Caching And Mentoring,Harvard Business Review,RVUN22LB0270,School of Business,Personnel management,1st Ed,2011,658.3124 HAR,Harvard,,9.78159E+12,699,04/25/2022 0:00,Sri Book World,155
Books,188,Organizational Behavior: Managing People And Organizations,"Griffin, Ricky W.",RVUN21LB0188,School of Business,Executive management,11th Ed,2020,658.4 GIF,Cengage learning,Delhi,9.78813E+12,999,10/28/2021 0:00,Book Paradise,598
Books,189,Organizational Behavior: Managing People Andorganizations,"Griffin, Ricky W.",RVUN21LB0189,School of Business,Executive management,11th Ed,2020,658.4 GIF,Cengage learning,Delhi,9.78813E+12,999,10/28/2021 0:00,Book Paradise,598
Books,190,Organizational Behavior: Managing People Andorganizations,"Griffin, Ricky W.",RVUN21LB0190,School of Business,Executive management,11th Ed,2020,658.4 GIF,Cengage learning,Delhi,9.78813E+12,999,10/28/2021 0:00,Book Paradise,598
Books,841,Orgnizational Behaviour,"Robbins,  Stephen P.",RVUN22LB0245,School of Business,Executive management,18th Ed,2018,658.4 ROB,Pearson,,9.78935E+12,949,04/25/2022 0:00,Sri book world,800
Books,685,The Cultute Code,"Coyle, Daniel",RVUN22LB0089,School of Business,Executive management,1,2020,658.4022 COY,Penguin,,9.78185E+12,599,04/17/2022 0:00,SK Publisher and Distributors,280
Books,463,The Business Of Creativity: How To Build Theright Team For Success,"Granet, Keith.",RVUN21LB0583,School of Design and Innovations,Executive management,1st Ed,2017,658.4022 GRA,Princeton Architectural Press,,978-1616893941,2361,03/28/2022 0:00,Page - 3,190
Books,884,Business Research Methods,"Bajpai, Naval.",RVUN22LB0288,School of Business,Executive management,2nd Ed,2017,658.403 NAV,Pearson,,9.78933E+12,709,04/25/2022 0:00,Sri Book World,851
Books,235,Spreadsheet Modeling And Decision Analysis: A Practical Introduction To Business Analytics,"Ragsdale, Cliff T.",RVUN21LB0235,School of Business,Executive management,8th Ed,2019,658.40300285554 RAG,Cengage Learning,Delhi,9.78935E+12,799,10/28/2021 0:00,Book Paradise,844
Books,236,Spreadsheet Modeling And Decision Analysis: A Practical Introduction To Business Analytics,"Ragsdale, Cliff T.",RVUN21LB0236,School of Business,Executive management,8th Ed,2019,658.40300285554 RAG,Cengage Learning,Delhi,9.78935E+12,799,10/28/2021 0:00,Book Paradise,844
Books,237,Spreadsheet Modeling And Decision Analysis: A Practical Introduction To Business Analytics,"Ragsdale, Cliff T.",RVUN21LB0237,School of Business,Executive management,8th Ed,2019,658.40300285554 RAG,Cengage Learning,Delhi,9.78935E+12,799,10/28/2021 0:00,Book Paradise,844
Books,238,Spreadsheet Modeling And Decision Analysis: A Practical Introduction To Business Analytics,"Ragsdale, Cliff T.",RVUN21LB0238,School of Business,Executive management,8th Ed,2019,658.40300285554 RAG,Cengage Learning,Delhi,9.78935E+12,799,10/28/2021 0:00,Book Paradise,844
Books,239,Spreadsheet Modeling And Decision Analysis: A Practical Introduction To Business Analytics,"Ragsdale, Cliff T.",RVUN21LB0239,School of Business,Executive management,8th Ed,2019,658.40300285554 RAG,Cengage Learning,Delhi,9.78935E+12,799,10/28/2021 0:00,Book Paradise,844
Books,412,System Analysis & Design Fundamentals,"Kock, Ned F.",RVUN21LB0412,School of Design and Innovations,Information system,1st Ed,2008,658.4038011 EMM,Sage,,978-8178299174,558.75,01/17/2022 0:00,Page - 3,336
Books,683,The Founders Mentality,"Zook, Chris.",RVUN22LB0087,School of Business,Executive management,1,2016,658.406 ZOO,Harvard,,9.78163E+12,1250,03/17/2022 0:00,SK Publisher and Distributors,214
Books,859,Social Entrepreneurship In India,"Shukla, Madhukar.",RVUN22LB0263,School of Liberal Arts and Sciences,Executive management,,2020,658.4080954 SHU,Sage,,9.78935E+12,495,04/25/2022 0:00,Sri Book World,284
Books,795,Great By Choice,"Collins, Jim,",RVUN22LB0199,School of Liberal Arts and Sciences,Leadership,1,2011,658.409 COL,Random House,,978-1847940889,1299,04/18/2022 0:00,Sapna book house,304
Books,677,The Emotionally Intelligent Leader,"Goleman, Daniel",RVUN22LB0081,School of Liberal Arts and Sciences,Leadership,1,2015,658.4092 GOL,Harvard,,9.78163E+12,650,03/17/2022 0:00,SK Publisher and Distributors,210
Books,867,Business Communication 9 Steps To Help You Engage,Harvard Business Review,RVUN22LB0271,School of Business,Communication,1st Ed,2003,658.45 HAR,Harvard,,9.78159E+12,699,04/25/2022 0:00,Sri Book World,176
Books,676,A Modern Playbook Of Digital Transformation,"Mishra, Amitabh P.",RVUN22LB0080,School of Liberal Arts and Sciences,Management of production,1,2020,658.514 MIS,Sage,,9.78935E+12,595,03/17/2022 0:00,SK Publisher and Distributors,312
Books,875,Principles Of Marketing,"Kotler, Philip.",RVUN22LB0279,School of Business,Marketing,17th Ed,2018,658.8 KOT,Pearson,,9.78935E+12,919,04/25/2022 0:00,,699
Books,873,Marketing Management,"Kotler, Philip.",RVUN22LB0277,School of Business,Marketing management,15th Ed,2017,658.8 KOT,Pearson,,9.78933E+12,1049,04/25/2022 0:00,Sri Book World,899
Books,860,Strategic Brand Management For B2B Markets,"Sarin, Sharad.",RVUN22LB0264,School of Business,Branding,2nd Ed,2015,658.827 SAR,Sage,,9.78935E+12,545,04/25/2022 0:00,Sri Book World,332
Books,874,Marketing Research,"Malhotra,  Naresh K.",RVUN22LB0278,School of Business,Marketing research,7th Ed,2019,658.83 MAL,Pearson,,9.78935E+12,829,04/25/2022 0:00,Sri Book World,992
Books,538,Small Data,"Lindstrom, Martin.",RVUN21LB0658,School of Business,Market and research analysis,,2017,658.8342 LIN,John Murray Learning,,9.78147E+12,449.25,03/28/2022 0:00,Page - 3,275
Books,539,Small Data,"Lindstrom, Martin.",RVUN21LB0659,Other,Other,,2017,658.8342 LIN,John Murray Learning,,9.78147E+12,0,,,
Books,829,Consumer Behaviour,"Sethna, Zubin.",RVUN22LB0233,School of Liberal Arts and Sciences,Consumer behviour,4th ed,2020,658.8342 SET,Sage,,9.78935E+12,695,04/25/2022 0:00,Sri Book World,520
Books,519,My Life In Advertising,"Hopkins, Claude C.",RVUN21LB0639,School of Design and Innovations,Advertising,,2020,659.1092 HOP,Border Books,,978-8194755197,971.25,03/28/2022 0:00,Page - 3,173
Books,424,Thoughts On Design,"Rand, Paul.",RVUN21LB0544,School of Design and Innovations,Advertising,1st,2014,659.1324 RAN,Chronicle Books,,978-0811875448,0,,,95
Books,430,Hand Job A Catalouge Of Type,"Perry, Michael.",RVUN21LB0550,School of Design and Innovations,Printing,,2007,686.22 PER,Princeton Architectural Press,,978-1568986265,2213.44,03/28/2023 0:00,Page - 3,254
Books,523,The Elements Of Graphic Design: Second Edition,"White, Alex W.",RVUN21LB0643,School of Design and Innovations,Typography,2nd  Ed,2011,686.22 WHI,Allworth,,978-1581157628,1767.8,03/28/2022 0:00,Page - 3,215
Books,467,"Type & Color, How To Design And Use Multicolored Typefaces","Wageningen, ÿMark van",RVUN21LB0587,School of Design and Innovations,Printing,,2019,686.221 WAG,Princeton Architectural Press,,978-1616898465,2065.88,03/28/2022 0:00,Page - 3,176
Books,509,30 Essential Typefaces For A Lifetime,"Pao, Imin.",RVUN21LB0629,School of Design and Innovations,Printing,,2006,686.224 PAO,Rockport,,978-1592532780,2361,,Page - 3,302
Books,414,Out Of The Box,"Shao, Lianshun",RVUN21LB0414,School of Design and Innovations,Packing technology,,2008,688.8 LIA,Page One,,978-9812457059,2605.98,01/17/2022 0:00,Page - 3,360
Books,471,Out Of The Box: Ready-To-Use Display Packaging,"Lianshun, Shao.",RVUN21LB0591,School of Design and Innovations,Packing technology,,2007,688.8 LIA,Page One,,978-9812455413,2361,03/28/2022 0:00,Page - 3,360
Books,461,Macke,"Meseure, Anna.",RVUN21LB0581,School of Design and Innovations,The art,,2017,700 MES,Taschen,,978-3836535076,963.9,03/28/2022 0:00,Page - 3,95
Books,460,Klimt,"N‚ret, Gilles.",RVUN21LB0580,School of Design and Innovations,The art,,2020,700 NER,Taschen,,978-3836558075,963.9,03/28/2022 0:00,Page - 3,95
Books,370,Dada And Surrealism No. 105,"Sternberg, Robert J.",RVUN21LB0370,School of Design and Innovations,The art,,2004,700.41163 STE,Oxford University Press,,978-0192802545,524.25,10/2/22 0:00,Page - 3,183
Books,448,Warhol,"Honnef, Klaus.",RVUN21LB0568,School of Design and Innovations,The art,,2020,700.92 HON,Taschen,,978-3836543897,963.9,03/28/2022 0:00,Page - 3,95
Books,413,Visual Mind Ii,"Emmer, Michele.",RVUN21LB0413,School of Design and Innovations,The art,,2005,701 EMM,MIT Press,,978-0262050760,2895.85,01/17/2022 0:00,Page - 3,712
Books,517,Ceramics In The Museum,"Breen, Laura.",RVUN21LB0637,School of Design and Innovations,The art,,2019,701.03 BRE,Bloomsbury,,978-1350047846,1766.35,03/28/2022 0:00,Page - 3,256
Books,466,1000 Icons Symbols + Pictograms,Others,RVUN21LB0586,School of Design and Innovations,The Art,,2006,701.15 ROC,Rockport,,978-1592532391,2361,03/28/2022 0:00,Page - 3,320
Books,306,Pantone Guide To Communicating With Colours,"Eiseman, Leatrice.",RVUN21LB0306,School of Design and Innovations,Art,,2000,701.85 EIS,HOW Books,,978-0966638325,2319,01/17/2022 0:00,Page - 3,143
Books,393,How To Mix And Use Colour,"Paul, Tony.",RVUN21LB0393,School of Design and Innovations,Color,,2003,701.85 PAU,New Holland Publishers,,978-1581804904,2608.88,10/2/22 0:00,Page - 3,128
Books,351,Handmade Paper Collage,"Ackerman, Dawn M.",RVUN21LB0351,School of Design and Innovations,Fine and decorative art,,2004,702 ACK,Sterling,,978-0806968773,1594.31,10/2/22 0:00,Page - 3,128
Books,349,Collage With Color,"Davies, Jane",RVUN21LB0349,School of Design and Innovations,Art,,2005,702.812 DAV,Watson Guptil,,978-0823007974,1446.48,01/17/2022 0:00,Page - 3,128
Books,456,Self Portraits,"Rebel, Ernst.",RVUN21LB0576,School of Design and Innovations,The art,,2020,704.942 RED,Taschen,,978-3836537094,963.9,03/28/2022 0:00,Page - 3,95
Books,354,Digital Glimpses Of India,"Subhash, Sharma.",RVUN21LB0354,School of Design and Innovations,Fine and decorative art,,2003,708.954 SUB,Penguin,,978-8187853473,487.5,01/17/2022 0:00,Page - 3,231
Books,372,Art History : A Very Short Introduction,"Arnold, Dana.",RVUN21LB0372,School of Design and Innovations,Fine and decorative art,,2020,709 ARN,Oxford University Press,,978-0198831808,524.25,01/17/2022 0:00,Page - 3,137
Books,453,The Blaue Reiter,"Duchting, Hajo.",RVUN21LB0573,School of Design and Innovations,The art,,2020,709 BUC,Taschen,,978-3836537049,963.9,03/28/2022 0:00,Page - 3,95
Books,316,Essential History Of Art,Haw & Antonia,RVUN21LB0316,School of Design and Innovations,Other,,2000,709 HAW,Paragon,,978-0752536965,1121.25,01/17/2022 0:00,Page - 3,256
Books,501,"10,000 Years Of Art",Editors of Phaidon Press,RVUN21LB0621,School of Design and Innovations,The art,,2009,709 PHA,Phaidon Press,,978-0714849690,638.58,03/28/2022 0:00,Page - 3,543
Books,371,Renaissance Art A Very Short Introduction,"Geraldine, Johnson.",RVUN21LB0371,School of Design and Innovations,Fine and decorative art,,2005,709.024 ARN,Oxford University Press,,978-0192803542,524.25,01/17/2022 0:00,Page - 3,176
Books,437,Renaissance,"Biggs, Julia.",RVUN21LB0557,School of Design and Innovations,The art,,2019,709.024 BIG,Flame Tree,,978-1787556966,1043.42,03/28/2023 0:00,Page - 3,127
Books,439,Impressionists,"Robinson, Michael",RVUN21LB0559,School of Design and Innovations,The art,,2017,709.0344 ROB,Flame Tree,,978-1786641755,1043.42,03/28/2022 0:00,,127
Books,378,Art Nouveau,"Sembach, Klaus-Jrgen",RVUN21LB0378,School of Design and Innovations,Fine and decorative art,,2016,709.0349 SEM,Taschen,,978-3836520966,2373.75,01/17/2022 0:00,Page - 3,240
Books,469,Modern Art,"Britt, David.",RVUN21LB0589,School of Design and Innovations,The Art,1st,2013,709.04 BRI,Thames & Hudson,,978-0500238417,1770.16,03/28/2022 0:00,Page - 3,416
Books,495,Origins Of Modern Art,"Ormiston, Rosalind.",RVUN21LB0615,School of Design and Innovations,The art,,2015,709.04 ORM,Flame Tree,,978-1783616107,722.21,03/28/2022 0:00,Page - 3,191
Books,442,Art Deco,"Tyson, Janet.",RVUN21LB0562,School of Design and Innovations,The Art,,2018,709.04012 TYS,Flame Tree,,978-1786648006,1043.32,03/28/2022 0:00,Page - 3,127
Books,443,Abstract Expressionism,"Hess, Barbara.",RVUN21LB0563,School of Design and Innovations,The art,,2020,709.04052 HES,Taschen,,978-3836505178,963.9,03/28/2022 0:00,Page - 3,95
Books,454,Pop Art,"Honnef, Klaus.",RVUN21LB0574,School of Design and Innovations,The art,,2021,709.04071 HON,Taschen,,978-3836523370,963.9,03/28/2022 0:00,Page - 3,95
Books,529,"The Pop Revolution: How An Unlikely Concatenation Of Artists, Aficionados, Businessmen, Cr","Marquis, Alice G.",RVUN21LB0649,School of Design and Innovations,Other,1st Ed,2010,709.04071 MAR,Museum of Fine Arts,,978-0878467440,176.8,03/28/2022 0:00,Page - 3,221
Books,373,Contemporary Art : A Very Short Introduction,"Arnold, Dana.",RVUN21LB0373,School of Design and Innovations,Fine and decorative art,,2020,709.05 ARN,Oxford University Press,,978-0198826620,524.25,01/17/2022 0:00,Page - 3,170
Books,385,Picasso : Master Of The New,Bernadac,RVUN21LB0385,School of Design and Innovations,Artists,,1993,709.2 BER,Thames & Hudson,,978-0500300329,1024.67,01/17/2022 0:00,Page - 3,191
Books,445,Egyptian Art,"Hagen, Rose-Marie,",RVUN21LB0565,School of Design and Innovations,The art,2nd Ed,2018,709.32 HAG,Taschen,,978-3836549172,963.9,03/28/2022 0:00,,95
Books,464,Asian Art History In The 21St Century,"Desai, Vishakha N",RVUN21LB0584,School of Design and Innovations,The Art,,2008,709.5 DES,Yale University Press,,978-0300125535,1472.67,03/28/2022 0:00,Page - 3,272
Books,492,Design/Building,"Hailey, Charlie.",RVUN21LB0612,School of Design and Innovations,Architecture,,2016,720.1 HAI,Princeton Architectural Press,,978-1616893569,1472.67,03/28/2022 0:00,,144
Books,298,Rendering With Pen And Ink,"Gill, Robert W.",RVUN21LB0298,School of Design and Innovations,Architecture,,2011,720.22 BRO,Thames & Hudson,,978-0500680261,1027.83,01/17/2022 0:00,Page - 3,400
Books,416,Drawing And Perceiving : Real World Drawing For Students Of Architecture And Design,"Cooper, Douglas.",RVUN21LB0416,School of Design and Innovations,Architecture,,2007,720.28 COO,John Wiley & Sons,,978-0470047163,4522.05,01/17/2022 0:00,Page - 3,233
Books,490,Rendering In Pen And & Ink,"Guptill, Arthur L.",RVUN21LB0610,School of Design and Innovations,Architecture,,2021,720.28 GUP,Other,,978-8195163946,971.25,03/28/2022 0:00,,256
Books,417,Design Drawing,"Ching, Francis D. K",RVUN21LB0417,School of Design and Innovations,Architecture,3rd Ed,2019,720.284 COO,John Wiley & Sons,,978-1119508595,3591.55,01/17/2022 0:00,Page - 3,448
Books,528,Top Sketches,"Mil , Jordi",RVUN21LB0648,School of Design and Innovations,Architecture,,2009,720.284 MIL,Sendpoints,,978-9881793362,2358.05,03/28/2022 0:00,Page - 3,200
Books,346,Creativity,"Timpe, Dale  A.",RVUN21LB0346,School of Design and Innovations,Architectural structure,,2005,721.042 TIM,Jaico,,978-8172248635,393.75,01/17/2022 0:00,Page - 3,383
Books,384,Bauhaus,"Droste, Magdalena.",RVUN21LB0384,School of Design and Innovations,Architecture,,2020,724.6 DRO,Taschen,,978-3836565547,1266,01/17/2022 0:00,Page - 3,549
Books,310,Trade Fair Design Annual 2004/2005,"Morgan, Conway Lloyd",RVUN21LB0310,School of Design and Innovations,Public structures,,2004,725.91 MOR,AVA Publishing,,978-3899860320,2029.13,01/17/2022 0:00,Page - 3,250
Books,311,Ajanta,"Okhada, Amina.",RVUN21LB0311,School of Design and Innovations,Building for religions purposes,,1995,726.143095479 OKH,Brijbasi,,9.78817E+12,1125,01/17/2022 0:00,Page - 3,216
Books,382,Indian Style,"Taschon, Angelika.",RVUN21LB0382,School of Design and Innovations,Residential buidlings,,2001,728.0954  TAS,Taschen,,978-3822855621,446.25,01/17/2022 0:00,Page - 3,191
Books,339,Arts & Crafts Of China,"Minick, Scott.",RVUN21LB0339,School of Design and Innovations,Residential houses,,1997,728.3709041 MIN,Thames & Hudson,,978-0500278963,1578.54,10/2/22 0:00,Page - 3,128
Books,338,Treasures Of The Arts & Crafts Movements 1890-1920,"Volpe, Tom M.",RVUN21LB0338,School of Design and Innovations,Residential buildings,,2003,728.3709041 VOL,Thames & Hudson,,978-0500284087,2769.38,10/2/22 0:00,Page - 3,206
Books,520,Drawing For Interior Design,"Plunkett, Drew.",RVUN21LB0640,School of Design and Innovations,Design and decoration,2nd,2014,729.028 PLU,Laurence King,,978-1780671765,2361,03/28/2022 0:00,Page - 3,192
Books,279,"The Complete Guide To Sculpture, Modeling And Ceramics : Techniques And Materials","Midgley, Barry.",RVUN21LB0279,School of Design and Innovations,Plastic art and sculpture,,,731.4 MID,Grange Books,,978-1850761259,2962.5,10/2/22 0:00,Page - 3,
Books,281,Start Sculpting,"Plowman, John.",RVUN21LB0281,School of Design and Innovations,Plastic art and sculpture,,2004,731.42 PLO,Chartwell Books,,978-1861609366,1978.13,10/2/22 0:00,Page - 3,
Books,513,Window Display Design,"Danzhi, Weng",RVUN21LB0633,School of Design and Innovations,Carvings,,2010,736.2 DAN,Arnoldsche,,978-3897904651,2361,03/28/2022 0:00,Page - 3,352
Books,503,Paper Folding Templates,"Witkowski, Trish.",RVUN21LB0623,School of Design and Innovations,Carvings,,2011,736.98 WIT,HOW Books,,978-1440314124,2065.88,03/28/2022 0:00,Page - 3,192
Books,345,The Craft & Art Of Clay,"Peterson, Susan.",RVUN21LB0345,School of Design and Innovations,Craft and art,,2000,738 PET,Abrams,,978-0879517380,4348.13,01/17/2022 0:00,Page - 3,416
Books,375,Pottery,"Burian, Peter K.",RVUN21LB0375,School of Design and Innovations,Ceramic art,,2002,738.14 BUR,Crowood,,978-1861265203,2608.88,10/2/22 0:00,Page - 3,240
Books,480,Book Design,Collectif,RVUN21LB0600,School of Design and Innovations,Graphic design,,2012,741 .61 COL,DesignMedia Publishing Limited,,978-9881507037,1472.67,03/28/2022 0:00,Page - 3,256
Books,477,200 Best Illustrators Worldwide,"Lidwell, William",RVUN21LB0597,School of Design and Innovations,Drawing and decorative art,,2015,741 LID,Lurzer GmbH,,978-3902393203,2349.45,03/28/2022 0:00,Page - 3,291
Books,525,Lines From An Artistic Life: Thye Drawings Of Adimoolam: 0,"De, Aditi.",RVUN21LB0645,School of Design and Innovations,Drawing,,2007,741.092 DEA,Lund Humphries Publishers Ltd,,978-0853319825,1875,03/28/2022 0:00,Page - 3,164
Books,286,Sketch & Color,"Taggart, Paul A.",RVUN21LB0286,School of Design and Innovations,Painting,,,741.2  TAG,Sterling,,978-1402702402,1977.33,10/2/22 0:00,Page - 3,
Books,510,The Complete Book Of Drawing,"Barber, Barrington",RVUN21LB0630,School of Design and Innovations,Drawing,,2019,741.2 BAR,Arcturas Publishing,,978-1848375369,1204.07,03/28/2023 0:00,Page - 3,352
Books,391,Fundamentals Of Drawing,"Barber, Barrington",RVUN21LB0391,School of Design and Innovations,Drawing,,2021,741.2 BAR,Arcturas Publishing,,978-1841933177,1156.6,01/17/2022 0:00,Page - 3,208
Books,399,Artist'S Drawing Book,"Huntly, Moira",RVUN21LB0399,School of Design and Innovations,Drawing techniques,,1997,741.2 CAM,David & Charles,,978-0715301463,2137.5,01/17/2022 0:00,Page - 3,128
Books,415,Drawing : A Creative Process,"Ching, Francis D. K",RVUN21LB0415,School of Design and Innovations,Drawing,,1990,741.2 CHI,John Wiley & Sons,,978-0471289685,2895.85,01/17/2022 0:00,Page - 3,206
Books,388,Complete Book Of Sketching,Hamilton,RVUN21LB0388,School of Design and Innovations,Drawing techniques,,2003,741.2 HAR,Bounty Books,,978-0753707784,971.25,01/17/2022 0:00,Page - 3,224
Books,398,Foundation Course In Drawing,"Stanyer, Peter.",RVUN21LB0398,School of Design and Innovations,Drawing techniques,,1999,741.2 HUN,Watson Guptil,,978-0823018673,2261.3,01/17/2022 0:00,Page - 3,408
Books,357,Introduction To Drawing,"Jackson, John,",RVUN21LB0357,School of Design and Innovations,Drawing,,2003,741.2 JAC,Quantom Books,,978-1861607478,2334.19,01/17/2022 0:00,Page - 3,
Books,485,Framed Drawing Techniques,"Mateu-Mestre, Marcos",RVUN21LB0605,School of Design and Innovations,Drawing,,2019,741.2 MAT,Design Studio Press,,978-1624650406,1767.8,03/28/2022 0:00,,136
Books,532,How To Draw: Drawing And Sketching Objects And Environments From Your Imagination,"Robertson, Scott.",RVUN21LB0652,School of Design and Innovations,Drawing,,2013,741.2 ROB,Design Studio Press,,978-1933492735,2358.05,03/28/2022 0:00,Page - 3,208
Books,332,Art Techniques From Pencil To Paint Sketch And Colour,"Taggart, Paul A.",RVUN21LB0332,School of Design and Innovations,Drawing,,2004,741.2 TAG,Sterling,,978-1402702402,2029.13,01/17/2022 0:00,Page - 3,112
Books,331,Pastels For Beginners,Konemann,RVUN21LB0331,School of Design and Innovations,Drawing,,1999,741.235 KON,Koenemann,,978-3829019347,1978.13,10/2/22 0:00,Page - 3,176
Books,499,Drawing For The Beginning Artist,"Martin, Gabriel.",RVUN21LB0619,School of Design and Innovations,Drawing,,2016,741.24 MAR,Walter Foster Publishing,,978-1633221901,1177.55,03/28/2022 0:00,Page - 3,127
Books,507,Pencil Art Workshop,"Rota, Matt",RVUN21LB0627,School of Design and Innovations,Pencil drawing,,2017,741.24 ROT,Rockport,,978-1631592690,136.98,03/28/2022 0:00,Page - 3,144
Books,484,Framed Ink,"Mateu-Mestre, Marcos",RVUN21LB0604,School of Design and Innovations,Drawing,,2010,741.51 MAT,Design Studio Press,,978-1933492957,1472.67,03/28/2022 0:00,Page - 3,127
Books,899,"Making Comics:Storytelling Secrets Of Comics, Manga, And Graphics Novels","McCloud, Scott",RVUN22LB0303,School of Liberal Arts and Sciences,Comics,,2008,741.51 MCC,William morrow,,9.78006E+12,778,03/17/2022 0:00,Amazon,265
Books,900,"Making Comics:Storytelling Secrets Of Comics, Manga, And Graphics Novels","McCloud, Scott",RVUN22LB0304,School of Liberal Arts and Sciences,Comics,,2008,741.51 MCC,William morrow,,9.78006E+12,778,03/17/2022 0:00,Amazon,254
Books,926,"Making Comics:Storytelling Secrets Of Comics, Manga, And Graphics Novels","McCloud, Scott",RVUN22LB0330,School of Liberal Arts and Sciences,Graphic novels comics,,2006,741.51 MCC,William morrow,,9.78006E+12,777,03/17/2022 0:00,Amazon,264
Books,1095,Bhimayana : Incidents In The Life Of Bhimraoramji Ambedkar,"Natarajan, Srividya",RVUN22LB0499,School of Liberal Arts and Sciences,Graphic Novels,,2010,741.5954 NAT,Navayana,,9.78819E+12,320,03/18/2022 0:00,Amazon,106
Books,1096,Bhimayana : Incidents In The Life Of Bhimraoramji Ambedkar,"Natarajan, Srividya",RVUN22LB0500,School of Liberal Arts and Sciences,Graphic Novels,,2010,741.5954 NAT,Navayana,,9.78819E+12,320,03/18/2022 0:00,Amazon,106
Books,1097,Rani Of Jhansi : The Flame Of Freedom,"Pai, Anant",RVUN22LB0501,School of Liberal Arts and Sciences,Comics,,,741.5954 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,73.9,03/18/2022 0:00,Amazon,32
Books,1098,Ashoka : The Warrior Who Spoke Of Peace,"Pai, Anant",RVUN22LB0502,School of Liberal Arts and Sciences,Comics,,,741.5954 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+11,73.9,03/18/2022 0:00,Amazon,32
Books,1099,Raja Raja Chola : Destined For Greatness,"Pai, Anant",RVUN22LB0503,School of Liberal Arts and Sciences,Comics,,,741.5954 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,73.9,03/18/2022 0:00,Amazon,32
Books,1100,Rana Sanga:The Valiant Warrior King,"Pai, Anant",RVUN22LB0504,School of Liberal Arts and Sciences,Comics,,,741.5954 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,73.9,03/18/2022 0:00,Amazon,32
Books,1101,Baji Rao : 1 - The Warrior Peshwa,"Pai, Anant",RVUN22LB0505,School of Liberal Arts and Sciences,Comics,,,741.5954 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,73.9,03/18/2022 0:00,Amazon,31
Books,428,Color Design Workbook,"Adams, Sean.",RVUN21LB0548,School of Design and Innovations,Graphic design,Revised,2017,741.6 ADA,Rockport,,978-1631592928,1562.11,,,240
Books,518,Now You See It And Other Essays On Design,"Bierut, Michael.",RVUN21LB0638,School of Design and Innovations,Graphic design,1st Ed,2018,741.6 BIE,Princeton Architectural Press,,978-1616896249,0,,,240
Books,333,Designing With Photographs,"Bonnici, Peter.",RVUN21LB0333,School of Design and Innovations,Graphic design,,1998,741.6 BON,Roto Vision,,978-2880463533,2550.9,10/2/22 0:00,Page - 3,160
Books,278,The Big Book Of Color In Design,"Carter, David E.",RVUN21LB0278,School of Design and Innovations,Graphic design,,2004,741.6 CAR,Everbest Printing Co.,,978-0060748005,896.25,01/17/2022 0:00,Page - 3,384
Books,498,The Sourcebook Of Contemporary Graphic Design,"Francisco, ÿMaia.",RVUN21LB0618,School of Design and Innovations,Graphic design,,2009,741.6 FRA,Harper,,978-0061704383,2361,03/28/2022 0:00,Page - 3,599
Books,379,Restaurant & Food Graphics,"Hays, Judi Radice.",RVUN21LB0379,School of Design and Innovations,Graphic design,,1996,741.6 HAY,PBC International,,978-0866363761,2026.23,10/2/22 0:00,Page - 3,
Books,377,Logo Of The World 2007 ( A-J) (K-Z),"Heller, Steven",RVUN21LB0377,School of Design and Innovations,Graphic design,,2007,741.6 HEL,Designer Book,,978-4862670137,4125,01/17/2022 0:00,Page - 3,
Books,421,Logo Of The World 2007- K-Z,"Heller, Steven",RVUN21LB0421,School of Design and Innovations,Graphic design,,2007,741.6 HEL,Designer Book,Japan,9.78486E+12,2062.5,01/17/2022 0:00,,639
Books,527,D.I.Y Design It Yourself,"Lupton, Ellen",RVUN21LB0647,School of Design and Innovations,Graphic design,,2006,741.6 LUP,Princeton Architectural Press,,978-1568985527,1472.67,03/28/2022 0:00,Page - 3,195
Books,303,Global Graphics Symbols,"Miller, Anistatia.",RVUN21LB0303,School of Design and Innovations,Drawing,,2000,741.6 MIL,Rockport,,978-1564965127,2319,10/2/22 0:00,Page - 3,191
